VP,method,room,position,error
1,real,free,r1,-1.2267
2,real,free,r1,-4.0284
3,real,free,r1,-3.5487
4,real,free,r1,-5.5482
5,real,free,r1,-3.2102
6,real,free,r1,-6.0559
7,real,free,r1,-2.5859
8,real,free,r1,-4.1482
9,real,free,r1,-2.2852
10,real,free,r1,-3.4919
1,real,free,r1,-0.62425
2,real,free,r1,-3.9982
3,real,free,r1,-2.0845
4,real,free,r1,-2.1953
5,real,free,r1,-1.2789
6,real,free,r1,0.53816
7,real,free,r1,-1.2171
8,real,free,r1,-2.2328
9,real,free,r1,-1.5278
10,real,free,r1,-1.9671
1,real,free,r1,0.015818
2,real,free,r1,-0.7944
3,real,free,r1,0.76588
4,real,free,r1,0.86665
5,real,free,r1,-1.0798
6,real,free,r1,2.674
7,real,free,r1,-0.89698
8,real,free,r1,-1.456
9,real,free,r1,1.5621
10,real,free,r1,-0.54129
1,real,free,r1,0.37027
2,real,free,r1,0.79131
3,real,free,r1,0.91974
4,real,free,r1,3.1594
5,real,free,r1,1.6964
6,real,free,r1,2.9417
7,real,free,r1,2.1664
8,real,free,r1,-0.58195
9,real,free,r1,4.9132
10,real,free,r1,0.96875
1,real,free,r1,1.6252
2,real,free,r1,2.922
3,real,free,r1,1.5194
4,real,free,r1,3.6158
5,real,free,r1,5.7518
6,real,free,r1,2.9481
7,real,free,r1,2.7699
8,real,free,r1,2.2876
9,real,free,r1,5.3586
10,real,free,r1,2.6537
1,real,free,r2,-5.6497
2,real,free,r2,-2.3778
3,real,free,r2,-3.377
4,real,free,r2,-4.2213
5,real,free,r2,-2.3389
6,real,free,r2,-3.3135
7,real,free,r2,-2.4599
8,real,free,r2,-3.4811
9,real,free,r2,-5.6444
10,real,free,r2,-4.8954
1,real,free,r2,-3.3315
2,real,free,r2,0.49973
3,real,free,r2,-0.28507
4,real,free,r2,-2.8687
5,real,free,r2,-1.7016
6,real,free,r2,-1.3603
7,real,free,r2,-1.6336
8,real,free,r2,-0.85263
9,real,free,r2,-3.9636
10,real,free,r2,0.88775
1,real,free,r2,-0.18902
2,real,free,r2,2.0426
3,real,free,r2,0.098259
4,real,free,r2,-1.849
5,real,free,r2,-0.48211
6,real,free,r2,-0.38296
7,real,free,r2,0.026102
8,real,free,r2,0.057184
9,real,free,r2,-3.6505
10,real,free,r2,1.0969
1,real,free,r2,1.4757
2,real,free,r2,2.3099
3,real,free,r2,0.32139
4,real,free,r2,-0.5385
5,real,free,r2,2.816
6,real,free,r2,2.6281
7,real,free,r2,0.52755
8,real,free,r2,2.3796
9,real,free,r2,-1.2218
10,real,free,r2,1.2305
1,real,free,r2,1.9877
2,real,free,r2,6.0902
3,real,free,r2,0.82266
4,real,free,r2,2.3652
5,real,free,r2,3.4649
6,real,free,r2,13.9702
7,real,free,r2,1.6835
8,real,free,r2,5.3115
9,real,free,r2,3.9025
10,real,free,r2,2.0635
1,real,free,r3,-1.692
2,real,free,r3,-3.7963
3,real,free,r3,-0.15542
4,real,free,r3,-2.7437
5,real,free,r3,-3.7513
6,real,free,r3,-6.9634
7,real,free,r3,-3.0323
8,real,free,r3,-2.8829
9,real,free,r3,-10.3654
10,real,free,r3,-6.4034
1,real,free,r3,-1.6603
2,real,free,r3,-1.2192
3,real,free,r3,0.41171
4,real,free,r3,-1.2251
5,real,free,r3,-2.0823
6,real,free,r3,-4.1523
7,real,free,r3,-0.35001
8,real,free,r3,-2.0429
9,real,free,r3,-0.11823
10,real,free,r3,-1.5595
1,real,free,r3,0.90393
2,real,free,r3,-0.57135
3,real,free,r3,1.169
4,real,free,r3,-1.1979
5,real,free,r3,0.099245
6,real,free,r3,-3.0086
7,real,free,r3,1.2939
8,real,free,r3,0.75019
9,real,free,r3,-0.012118
10,real,free,r3,0.91849
1,real,free,r3,2.0061
2,real,free,r3,0.81443
3,real,free,r3,1.2448
4,real,free,r3,3.1689
5,real,free,r3,0.48899
6,real,free,r3,-2.326
7,real,free,r3,1.6037
8,real,free,r3,1.9769
9,real,free,r3,5.7206
10,real,free,r3,1.1156
1,real,free,r3,5.9888
2,real,free,r3,1.3156
3,real,free,r3,2.1779
4,real,free,r3,9.2117
5,real,free,r3,1.6077
6,real,free,r3,1.8628
7,real,free,r3,2.1047
8,real,free,r3,4.9154
9,real,free,r3,7.3319
10,real,free,r3,7.9234
1,real,beta070,r1,-2.5215
2,real,beta070,r1,-1.8399
3,real,beta070,r1,-1.7748
4,real,beta070,r1,-1.8159
5,real,beta070,r1,-0.67954
6,real,beta070,r1,-3.2291
7,real,beta070,r1,-6.4341
8,real,beta070,r1,-7.2897
9,real,beta070,r1,-6.9345
10,real,beta070,r1,-3.7311
1,real,beta070,r1,-1.9923
2,real,beta070,r1,-1.8026
3,real,beta070,r1,-0.60219
4,real,beta070,r1,-0.44604
5,real,beta070,r1,-0.43853
6,real,beta070,r1,-0.56073
7,real,beta070,r1,-5.5955
8,real,beta070,r1,-0.90014
9,real,beta070,r1,-5.6133
10,real,beta070,r1,-1.7584
1,real,beta070,r1,-1.7277
2,real,beta070,r1,-1.3049
3,real,beta070,r1,0.31139
4,real,beta070,r1,2.7123
5,real,beta070,r1,2.0052
6,real,beta070,r1,-0.46503
7,real,beta070,r1,-4.165
8,real,beta070,r1,-0.36496
9,real,beta070,r1,-4.6224
10,real,beta070,r1,-1.7564
1,real,beta070,r1,0.48318
2,real,beta070,r1,-0.13811
3,real,beta070,r1,1.5363
4,real,beta070,r1,4.1783
5,real,beta070,r1,3.9878
6,real,beta070,r1,1.602
7,real,beta070,r1,-2.7085
8,real,beta070,r1,2.777
9,real,beta070,r1,-0.62917
10,real,beta070,r1,-1.6448
1,real,beta070,r1,1.967
2,real,beta070,r1,3.4778
3,real,beta070,r1,2.0033
4,real,beta070,r1,6.3593
5,real,beta070,r1,4.7852
6,real,beta070,r1,2.2614
7,real,beta070,r1,-0.62423
8,real,beta070,r1,3.0058
9,real,beta070,r1,1.2953
10,real,beta070,r1,-1.0195
1,real,beta080,r1,-2.4897
2,real,beta080,r1,-5.4134
3,real,beta080,r1,-5.0065
4,real,beta080,r1,-3.5162
5,real,beta080,r1,-0.30312
6,real,beta080,r1,-2.2042
7,real,beta080,r1,-6.7059
8,real,beta080,r1,-7.202
9,real,beta080,r1,-3.7854
10,real,beta080,r1,-8.5663
1,real,beta080,r1,-0.41137
2,real,beta080,r1,-1.7456
3,real,beta080,r1,-1.9807
4,real,beta080,r1,-1.6557
5,real,beta080,r1,2.3988
6,real,beta080,r1,-0.3943
7,real,beta080,r1,-3.9154
8,real,beta080,r1,-3.0353
9,real,beta080,r1,-3.6701
10,real,beta080,r1,-7.5247
1,real,beta080,r1,2.2376
2,real,beta080,r1,-1.4942
3,real,beta080,r1,-1.7539
4,real,beta080,r1,-1.4758
5,real,beta080,r1,4.7966
6,real,beta080,r1,1.8127
7,real,beta080,r1,-1.7667
8,real,beta080,r1,3.4639
9,real,beta080,r1,-1.7671
10,real,beta080,r1,-4.0446
1,real,beta080,r1,2.322
2,real,beta080,r1,-0.42085
3,real,beta080,r1,-1.4755
4,real,beta080,r1,0.58789
5,real,beta080,r1,5.7125
6,real,beta080,r1,4.2258
7,real,beta080,r1,0.28629
8,real,beta080,r1,6.853
9,real,beta080,r1,-0.057486
10,real,beta080,r1,1.3855
1,real,beta080,r1,2.6793
2,real,beta080,r1,3.0073
3,real,beta080,r1,0.96112
4,real,beta080,r1,1.2797
5,real,beta080,r1,5.7288
6,real,beta080,r1,6.4266
7,real,beta080,r1,5.2527
8,real,beta080,r1,11.4946
9,real,beta080,r1,9.2871
10,real,beta080,r1,1.7941
1,real,beta090,r1,-4.1803
2,real,beta090,r1,-12.1002
3,real,beta090,r1,-7.6017
4,real,beta090,r1,-2.4097
5,real,beta090,r1,4.3556
6,real,beta090,r1,-6.1613
7,real,beta090,r1,-1.8051
8,real,beta090,r1,-11.4497
9,real,beta090,r1,-4.2103
10,real,beta090,r1,-5.3094
1,real,beta090,r1,-1.8496
2,real,beta090,r1,-8.1798
3,real,beta090,r1,-3.938
4,real,beta090,r1,0.33633
5,real,beta090,r1,5.4261
6,real,beta090,r1,3.9285
7,real,beta090,r1,-1.4744
8,real,beta090,r1,-0.27849
9,real,beta090,r1,-2.8172
10,real,beta090,r1,-4.4991
1,real,beta090,r1,0.95923
2,real,beta090,r1,-5.66
3,real,beta090,r1,-2.629
4,real,beta090,r1,0.53323
5,real,beta090,r1,6.1354
6,real,beta090,r1,4.9882
7,real,beta090,r1,-1.3261
8,real,beta090,r1,3.7461
9,real,beta090,r1,-1.2842
10,real,beta090,r1,-3.0224
1,real,beta090,r1,1.5886
2,real,beta090,r1,-1.8457
3,real,beta090,r1,0.017854
4,real,beta090,r1,1.9756
5,real,beta090,r1,6.9654
6,real,beta090,r1,4.9944
7,real,beta090,r1,-0.50069
8,real,beta090,r1,4.8113
9,real,beta090,r1,5.9703
10,real,beta090,r1,-2.4472
1,real,beta090,r1,2.5525
2,real,beta090,r1,4.9906
3,real,beta090,r1,3.1388
4,real,beta090,r1,4.0487
5,real,beta090,r1,7.1711
6,real,beta090,r1,7.6109
7,real,beta090,r1,1.6753
8,real,beta090,r1,10.761
9,real,beta090,r1,22.3324
10,real,beta090,r1,-1.7693
1,real,beta070,r2,-3.1006
2,real,beta070,r2,-7.0214
3,real,beta070,r2,-2.3309
4,real,beta070,r2,-7.9312
5,real,beta070,r2,-2.751
6,real,beta070,r2,-3.4608
7,real,beta070,r2,-8.4355
8,real,beta070,r2,-9.6394
9,real,beta070,r2,-2.2573
10,real,beta070,r2,-6.6412
1,real,beta070,r2,-2.8353
2,real,beta070,r2,-2.7876
3,real,beta070,r2,-1.8739
4,real,beta070,r2,-4.4804
5,real,beta070,r2,-1.0146
6,real,beta070,r2,-2.6749
7,real,beta070,r2,-5.1943
8,real,beta070,r2,0.37626
9,real,beta070,r2,0.49846
10,real,beta070,r2,-4.3073
1,real,beta070,r2,-2.3687
2,real,beta070,r2,-2.5968
3,real,beta070,r2,-0.98909
4,real,beta070,r2,0.42982
5,real,beta070,r2,4.6317
6,real,beta070,r2,1.0295
7,real,beta070,r2,-1.2734
8,real,beta070,r2,0.45412
9,real,beta070,r2,1.4345
10,real,beta070,r2,-3.8119
1,real,beta070,r2,-0.92663
2,real,beta070,r2,2.3872
3,real,beta070,r2,-0.1278
4,real,beta070,r2,2.139
5,real,beta070,r2,5.8271
6,real,beta070,r2,3.7415
7,real,beta070,r2,-0.3691
8,real,beta070,r2,3.1558
9,real,beta070,r2,3.8926
10,real,beta070,r2,-3.3892
1,real,beta070,r2,2.2325
2,real,beta070,r2,4.57
3,real,beta070,r2,1.2359
4,real,beta070,r2,5.7591
5,real,beta070,r2,6.1644
6,real,beta070,r2,8.7665
7,real,beta070,r2,0.42045
8,real,beta070,r2,4.2737
9,real,beta070,r2,5.5197
10,real,beta070,r2,-3.287
1,real,beta080,r2,-3.1074
2,real,beta080,r2,-3.8488
3,real,beta080,r2,-7.2372
4,real,beta080,r2,1.5635
5,real,beta080,r2,-1.8664
6,real,beta080,r2,-4.9166
7,real,beta080,r2,-4.3548
8,real,beta080,r2,-9.2882
9,real,beta080,r2,-13.8567
10,real,beta080,r2,-1.1238
1,real,beta080,r2,-0.85888
2,real,beta080,r2,1.388
3,real,beta080,r2,-6.2145
4,real,beta080,r2,1.7001
5,real,beta080,r2,-1.7615
6,real,beta080,r2,0.21986
7,real,beta080,r2,-1.5792
8,real,beta080,r2,-0.77012
9,real,beta080,r2,-7.9368
10,real,beta080,r2,-0.78572
1,real,beta080,r2,-0.80994
2,real,beta080,r2,3.7047
3,real,beta080,r2,-2.2153
4,real,beta080,r2,3.6801
5,real,beta080,r2,-0.29389
6,real,beta080,r2,0.39742
7,real,beta080,r2,0.45203
8,real,beta080,r2,0.85188
9,real,beta080,r2,-3.7932
10,real,beta080,r2,-0.13863
1,real,beta080,r2,0.37703
2,real,beta080,r2,4.5484
3,real,beta080,r2,0.018161
4,real,beta080,r2,7.0778
5,real,beta080,r2,0.91272
6,real,beta080,r2,1.0418
7,real,beta080,r2,1.1316
8,real,beta080,r2,0.98592
9,real,beta080,r2,-3.2975
10,real,beta080,r2,0.23662
1,real,beta080,r2,4.3754
2,real,beta080,r2,6.0053
3,real,beta080,r2,0.14512
4,real,beta080,r2,9.221
5,real,beta080,r2,4.5742
6,real,beta080,r2,2.388
7,real,beta080,r2,1.7834
8,real,beta080,r2,4.5146
9,real,beta080,r2,-1.4443
10,real,beta080,r2,2.7066
1,real,beta090,r2,-5.2039
2,real,beta090,r2,-6.4848
3,real,beta090,r2,-9.1792
4,real,beta090,r2,-7.7071
5,real,beta090,r2,-3.9915
6,real,beta090,r2,-2.3353
7,real,beta090,r2,-4.1035
8,real,beta090,r2,-14.6621
9,real,beta090,r2,-12.6456
10,real,beta090,r2,-6.5839
1,real,beta090,r2,-1.7847
2,real,beta090,r2,-1.6559
3,real,beta090,r2,-3.2401
4,real,beta090,r2,-5.6661
5,real,beta090,r2,2.5151
6,real,beta090,r2,3.1004
7,real,beta090,r2,-2.2832
8,real,beta090,r2,-2.7382
9,real,beta090,r2,-8.913
10,real,beta090,r2,-3.3921
1,real,beta090,r2,-1.5233
2,real,beta090,r2,-1.6171
3,real,beta090,r2,-2.0511
4,real,beta090,r2,-0.25069
5,real,beta090,r2,3.7394
6,real,beta090,r2,3.6423
7,real,beta090,r2,-1.8001
8,real,beta090,r2,-2.6646
9,real,beta090,r2,-5.0407
10,real,beta090,r2,1.0537
1,real,beta090,r2,2.5851
2,real,beta090,r2,-0.60151
3,real,beta090,r2,-1.5937
4,real,beta090,r2,1.1939
5,real,beta090,r2,4.0688
6,real,beta090,r2,4.8301
7,real,beta090,r2,-0.47176
8,real,beta090,r2,5.0233
9,real,beta090,r2,-2.0593
10,real,beta090,r2,1.2842
1,real,beta090,r2,4.3481
2,real,beta090,r2,0.34418
3,real,beta090,r2,2.5155
4,real,beta090,r2,4.7627
5,real,beta090,r2,4.4576
6,real,beta090,r2,6.7323
7,real,beta090,r2,0.25051
8,real,beta090,r2,17.3964
9,real,beta090,r2,1.6625
10,real,beta090,r2,2.4448
1,real,beta070,r3,-4.7035
2,real,beta070,r3,-2.2608
3,real,beta070,r3,-6.279
4,real,beta070,r3,-8.424
5,real,beta070,r3,-3.5722
6,real,beta070,r3,1.7125
7,real,beta070,r3,-6.1622
8,real,beta070,r3,-4.3902
9,real,beta070,r3,-8.5789
10,real,beta070,r3,-1.6716
1,real,beta070,r3,-2.526
2,real,beta070,r3,-1.9238
3,real,beta070,r3,-4.6331
4,real,beta070,r3,-4.4207
5,real,beta070,r3,-1.4132
6,real,beta070,r3,4.0317
7,real,beta070,r3,-1.3843
8,real,beta070,r3,-4.0526
9,real,beta070,r3,-6.4919
10,real,beta070,r3,0.57755
1,real,beta070,r3,-1.6573
2,real,beta070,r3,-0.8203
3,real,beta070,r3,-4.4874
4,real,beta070,r3,-2.484
5,real,beta070,r3,-0.4705
6,real,beta070,r3,4.5408
7,real,beta070,r3,-0.089775
8,real,beta070,r3,-0.40959
9,real,beta070,r3,-0.17521
10,real,beta070,r3,2.7605
1,real,beta070,r3,-0.75299
2,real,beta070,r3,0.0007371
3,real,beta070,r3,-1.6415
4,real,beta070,r3,1.4877
5,real,beta070,r3,0.50044
6,real,beta070,r3,4.6232
7,real,beta070,r3,0.75591
8,real,beta070,r3,2.2973
9,real,beta070,r3,0.012869
10,real,beta070,r3,6.0735
1,real,beta070,r3,1.8891
2,real,beta070,r3,1.4715
3,real,beta070,r3,-1.2394
4,real,beta070,r3,7.6246
5,real,beta070,r3,2.0442
6,real,beta070,r3,4.6263
7,real,beta070,r3,1.1987
8,real,beta070,r3,4.2795
9,real,beta070,r3,7.1329
10,real,beta070,r3,6.2705
1,real,beta080,r3,-6.1099
2,real,beta080,r3,-3.481
3,real,beta080,r3,-7.6667
4,real,beta080,r3,-7.284
5,real,beta080,r3,-2.2462
6,real,beta080,r3,-3.2302
7,real,beta080,r3,-6.8102
8,real,beta080,r3,-11.9994
9,real,beta080,r3,-2.761
10,real,beta080,r3,-6.6008
1,real,beta080,r3,-5.8644
2,real,beta080,r3,-0.35885
3,real,beta080,r3,-7.0625
4,real,beta080,r3,-6.906
5,real,beta080,r3,1.7838
6,real,beta080,r3,-1.5077
7,real,beta080,r3,-2.6511
8,real,beta080,r3,-1.1999
9,real,beta080,r3,-1.1678
10,real,beta080,r3,-5.6501
1,real,beta080,r3,-3.5886
2,real,beta080,r3,1.0938
3,real,beta080,r3,-3.8256
4,real,beta080,r3,-6.579
5,real,beta080,r3,2.615
6,real,beta080,r3,0.57278
7,real,beta080,r3,-1.8228
8,real,beta080,r3,-0.60193
9,real,beta080,r3,0.26603
10,real,beta080,r3,-3.7728
1,real,beta080,r3,-0.95551
2,real,beta080,r3,3.0094
3,real,beta080,r3,-1.5428
4,real,beta080,r3,-0.90655
5,real,beta080,r3,2.754
6,real,beta080,r3,0.85639
7,real,beta080,r3,-1.2633
8,real,beta080,r3,-0.55664
9,real,beta080,r3,2.5763
10,real,beta080,r3,-3.733
1,real,beta080,r3,1.3545
2,real,beta080,r3,3.5702
3,real,beta080,r3,-0.85981
4,real,beta080,r3,3.6095
5,real,beta080,r3,3.7474
6,real,beta080,r3,0.95359
7,real,beta080,r3,-0.65716
8,real,beta080,r3,0.98403
9,real,beta080,r3,2.9363
10,real,beta080,r3,-2.4682
1,real,beta090,r3,-6.4221
2,real,beta090,r3,-2.7883
3,real,beta090,r3,-9.9897
4,real,beta090,r3,-9.4368
5,real,beta090,r3,0.028193
6,real,beta090,r3,-1.7059
7,real,beta090,r3,-6.5501
8,real,beta090,r3,-20.7635
9,real,beta090,r3,-9.341
10,real,beta090,r3,-4.1756
1,real,beta090,r3,-4.7291
2,real,beta090,r3,1.0401
3,real,beta090,r3,-9.3738
4,real,beta090,r3,-3.6324
5,real,beta090,r3,0.27085
6,real,beta090,r3,-1.2577
7,real,beta090,r3,-6.0361
8,real,beta090,r3,-17.6122
9,real,beta090,r3,1.4026
10,real,beta090,r3,-2.7827
1,real,beta090,r3,-2.2549
2,real,beta090,r3,1.2683
3,real,beta090,r3,-5.8362
4,real,beta090,r3,-2.3629
5,real,beta090,r3,1.4226
6,real,beta090,r3,-0.0080221
7,real,beta090,r3,-5.3186
8,real,beta090,r3,-12.6769
9,real,beta090,r3,4.0539
10,real,beta090,r3,-1.9305
1,real,beta090,r3,-1.4358
2,real,beta090,r3,1.9033
3,real,beta090,r3,-4.1946
4,real,beta090,r3,1.9166
5,real,beta090,r3,2.4702
6,real,beta090,r3,0.94619
7,real,beta090,r3,-4.5825
8,real,beta090,r3,0.12187
9,real,beta090,r3,6.1708
10,real,beta090,r3,-0.85202
1,real,beta090,r3,0.024082
2,real,beta090,r3,3.9361
3,real,beta090,r3,1.8327
4,real,beta090,r3,2.3983
5,real,beta090,r3,3.5691
6,real,beta090,r3,4.4876
7,real,beta090,r3,-2.6848
8,real,beta090,r3,0.83446
9,real,beta090,r3,10.074
10,real,beta090,r3,3.4638
1,WFS3,free,r1,-14.5094
2,WFS3,free,r1,-14.529
3,WFS3,free,r1,-14.818
4,WFS3,free,r1,-15.5834
5,WFS3,free,r1,-14.1741
6,WFS3,free,r1,-17.883
7,WFS3,free,r1,-17.2865
8,WFS3,free,r1,-16.9014
9,WFS3,free,r1,-22.1017
10,WFS3,free,r1,-20.7627
1,WFS3,free,r1,-14.2007
2,WFS3,free,r1,-14.1521
3,WFS3,free,r1,-13.8829
4,WFS3,free,r1,-12.3004
5,WFS3,free,r1,-13.7535
6,WFS3,free,r1,-16.0029
7,WFS3,free,r1,-15.619
8,WFS3,free,r1,-13.3848
9,WFS3,free,r1,-17.8194
10,WFS3,free,r1,-19.6031
1,WFS3,free,r1,-13.2472
2,WFS3,free,r1,-13.359
3,WFS3,free,r1,-12.4929
4,WFS3,free,r1,-11.5107
5,WFS3,free,r1,-12.6818
6,WFS3,free,r1,-14.519
7,WFS3,free,r1,-15.4337
8,WFS3,free,r1,-8.7076
9,WFS3,free,r1,-9.5933
10,WFS3,free,r1,-14.6679
1,WFS3,free,r1,-13.0132
2,WFS3,free,r1,-13.1132
3,WFS3,free,r1,-11.0312
4,WFS3,free,r1,-9.4787
5,WFS3,free,r1,-7.2942
6,WFS3,free,r1,-11.2594
7,WFS3,free,r1,-15.2601
8,WFS3,free,r1,-7.724
9,WFS3,free,r1,-8.9843
10,WFS3,free,r1,-14.0203
1,WFS3,free,r1,-12.7353
2,WFS3,free,r1,-9.8077
3,WFS3,free,r1,-10.8943
4,WFS3,free,r1,-9.3153
5,WFS3,free,r1,-6.3735
6,WFS3,free,r1,-9.7357
7,WFS3,free,r1,-15.1892
8,WFS3,free,r1,-6.0766
9,WFS3,free,r1,35.332
10,WFS3,free,r1,-12.5047
1,WFS3,free,r2,-9.302
2,WFS3,free,r2,-14.2528
3,WFS3,free,r2,-13.0354
4,WFS3,free,r2,-13.4522
5,WFS3,free,r2,-9.531
6,WFS3,free,r2,-15.6294
7,WFS3,free,r2,-12.2133
8,WFS3,free,r2,-15.6132
9,WFS3,free,r2,-11.9339
10,WFS3,free,r2,-13.9761
1,WFS3,free,r2,-8.6433
2,WFS3,free,r2,-12.0266
3,WFS3,free,r2,-9.9057
4,WFS3,free,r2,-11.5461
5,WFS3,free,r2,-9.3759
6,WFS3,free,r2,-12.1408
7,WFS3,free,r2,-11.588
8,WFS3,free,r2,-11.9344
9,WFS3,free,r2,-11.7046
10,WFS3,free,r2,-11.5977
1,WFS3,free,r2,-8.6275
2,WFS3,free,r2,-10.6832
3,WFS3,free,r2,-9.5517
4,WFS3,free,r2,-10.4054
5,WFS3,free,r2,-7.1238
6,WFS3,free,r2,-8.2242
7,WFS3,free,r2,-10.343
8,WFS3,free,r2,-11.7339
9,WFS3,free,r2,-9.985
10,WFS3,free,r2,-9.7204
1,WFS3,free,r2,-7.5735
2,WFS3,free,r2,-7.5143
3,WFS3,free,r2,-9.4438
4,WFS3,free,r2,-6.7852
5,WFS3,free,r2,-5.9294
6,WFS3,free,r2,-6.3692
7,WFS3,free,r2,-9.6152
8,WFS3,free,r2,-9.0525
9,WFS3,free,r2,-7.5508
10,WFS3,free,r2,-9.671
1,WFS3,free,r2,-5.7691
2,WFS3,free,r2,-4.2473
3,WFS3,free,r2,-8.2317
4,WFS3,free,r2,-0.39969
5,WFS3,free,r2,-5.863
6,WFS3,free,r2,-5.6328
7,WFS3,free,r2,-7.0525
8,WFS3,free,r2,-3.835
9,WFS3,free,r2,-4.1804
10,WFS3,free,r2,-9.4592
1,WFS3,free,r3,-3.761
2,WFS3,free,r3,-4.949
3,WFS3,free,r3,-0.69399
4,WFS3,free,r3,-5.3533
5,WFS3,free,r3,-2.9705
6,WFS3,free,r3,-5.5204
7,WFS3,free,r3,-2.7076
8,WFS3,free,r3,-4.093
9,WFS3,free,r3,-6.9803
10,WFS3,free,r3,-4.2647
1,WFS3,free,r3,-2.0532
2,WFS3,free,r3,-1.185
3,WFS3,free,r3,-0.044003
4,WFS3,free,r3,-2.4733
5,WFS3,free,r3,-1.317
6,WFS3,free,r3,-1.2171
7,WFS3,free,r3,-1.368
8,WFS3,free,r3,-3.7268
9,WFS3,free,r3,-5.5266
10,WFS3,free,r3,-2.6436
1,WFS3,free,r3,-1.8193
2,WFS3,free,r3,0.21637
3,WFS3,free,r3,0.83382
4,WFS3,free,r3,-1.1672
5,WFS3,free,r3,-0.83572
6,WFS3,free,r3,0.75387
7,WFS3,free,r3,-0.20299
8,WFS3,free,r3,-1.5744
9,WFS3,free,r3,-5.2134
10,WFS3,free,r3,-1.6321
1,WFS3,free,r3,0.083486
2,WFS3,free,r3,1.8561
3,WFS3,free,r3,1.1179
4,WFS3,free,r3,-1.0121
5,WFS3,free,r3,0.22135
6,WFS3,free,r3,4.4679
7,WFS3,free,r3,0.053733
8,WFS3,free,r3,2.805
9,WFS3,free,r3,0.02887
10,WFS3,free,r3,0.88789
1,WFS3,free,r3,0.66496
2,WFS3,free,r3,2.8445
3,WFS3,free,r3,2.4928
4,WFS3,free,r3,3.5138
5,WFS3,free,r3,2.0349
6,WFS3,free,r3,6.708
7,WFS3,free,r3,1.2159
8,WFS3,free,r3,6.5987
9,WFS3,free,r3,1.9035
10,WFS3,free,r3,7.3931
1,WFS8,free,r1,-1.2941
2,WFS8,free,r1,-7.5553
3,WFS8,free,r1,-6.9706
4,WFS8,free,r1,-6.5732
5,WFS8,free,r1,-3.155
6,WFS8,free,r1,-14.9072
7,WFS8,free,r1,-5.3514
8,WFS8,free,r1,-4.124
9,WFS8,free,r1,-8.6689
10,WFS8,free,r1,-8.9071
1,WFS8,free,r1,-0.90825
2,WFS8,free,r1,-6.4878
3,WFS8,free,r1,-6.6234
4,WFS8,free,r1,2.4305
5,WFS8,free,r1,-0.97581
6,WFS8,free,r1,-10.5362
7,WFS8,free,r1,-4.931
8,WFS8,free,r1,-3.3059
9,WFS8,free,r1,-7.4707
10,WFS8,free,r1,-6.8282
1,WFS8,free,r1,-0.59158
2,WFS8,free,r1,-2.207
3,WFS8,free,r1,-3.5293
4,WFS8,free,r1,3.5486
5,WFS8,free,r1,2.7752
6,WFS8,free,r1,-9.5534
7,WFS8,free,r1,-4.6055
8,WFS8,free,r1,-2.1294
9,WFS8,free,r1,-2.149
10,WFS8,free,r1,-5.9584
1,WFS8,free,r1,-0.53731
2,WFS8,free,r1,-0.9514
3,WFS8,free,r1,-1.5052
4,WFS8,free,r1,4.1169
5,WFS8,free,r1,3.1423
6,WFS8,free,r1,-8.1589
7,WFS8,free,r1,-3.9325
8,WFS8,free,r1,2.8793
9,WFS8,free,r1,1.0816
10,WFS8,free,r1,-4.1213
1,WFS8,free,r1,1.171
2,WFS8,free,r1,4.9383
3,WFS8,free,r1,-0.42354
4,WFS8,free,r1,6.8897
5,WFS8,free,r1,3.622
6,WFS8,free,r1,-3.9817
7,WFS8,free,r1,-2.2107
8,WFS8,free,r1,3.6347
9,WFS8,free,r1,4.7049
10,WFS8,free,r1,-1.4369
1,WFS8,free,r2,-3.154
2,WFS8,free,r2,-0.78848
3,WFS8,free,r2,-2.2365
4,WFS8,free,r2,-10.2193
5,WFS8,free,r2,-0.58005
6,WFS8,free,r2,-9.976
7,WFS8,free,r2,-5.9555
8,WFS8,free,r2,-7.8205
9,WFS8,free,r2,-10.3686
10,WFS8,free,r2,-6.4869
1,WFS8,free,r2,0.15881
2,WFS8,free,r2,-0.20161
3,WFS8,free,r2,-0.04543
4,WFS8,free,r2,-1.051
5,WFS8,free,r2,0.80832
6,WFS8,free,r2,-5.8005
7,WFS8,free,r2,-3.0927
8,WFS8,free,r2,-6.7282
9,WFS8,free,r2,-8.5352
10,WFS8,free,r2,-6.4339
1,WFS8,free,r2,1.4671
2,WFS8,free,r2,1.4507
3,WFS8,free,r2,1.0704
4,WFS8,free,r2,4.5904
5,WFS8,free,r2,2.1507
6,WFS8,free,r2,-2.7365
7,WFS8,free,r2,1.7617
8,WFS8,free,r2,-5.6356
9,WFS8,free,r2,-5.5799
10,WFS8,free,r2,-4.0557
1,WFS8,free,r2,2.0171
2,WFS8,free,r2,3.9597
3,WFS8,free,r2,2.1086
4,WFS8,free,r2,5.9344
5,WFS8,free,r2,3.345
6,WFS8,free,r2,0.90302
7,WFS8,free,r2,1.8169
8,WFS8,free,r2,-3.572
9,WFS8,free,r2,-2.5121
10,WFS8,free,r2,-0.019898
1,WFS8,free,r2,7.4159
2,WFS8,free,r2,6.4723
3,WFS8,free,r2,5.9626
4,WFS8,free,r2,8.7456
5,WFS8,free,r2,5.0248
6,WFS8,free,r2,8.843
7,WFS8,free,r2,5.306
8,WFS8,free,r2,1.9099
9,WFS8,free,r2,2.1156
